year,January 2d,January 3d,January 22d,January 23d,February 2d,February 3d,February 22d,February 23d,March 2d,March 3d,March 22d,March 23d,April 2d,April 3d,April 22d,April 23d,May 2d,May 3d,May 22d,May 23d,June 2d,June 3d,June 22d,June 23d,July 2d,July 3d,July 22d,July 23d,August 2d,August 3d,August 22d,August 23d,September 2d,September 3d,September 22d,September 23d,October 2d,October 3d,October 22d,October 23d,November 2d,November 3d,November 22d,November 23d,December 2d,December 3d,December 22d,December 23d
1825,8.09561910841694e-08,6.296592403032264e-08,8.39545677422393e-08,2.698539525169963e-08,2.998377368612637e-08,5.996754737225274e-08,1.1993509296814864e-08,5.397079050339926e-08,9.594807437451891e-08,1.4092373135099479e-07,6.596430068839254e-08,9.294969771644901e-08,7.795780732067215e-08,9.294969771644901e-08,7.795780732067215e-08,9.594807437451891e-08,6.896267734646244e-08,1.3492697803485498e-07,7.795780732067215e-08,5.0972413845329356e-08,3.897890366033607e-08,7.196105400453234e-08,8.09561910841694e-08,5.397079050339926e-08,1.7390588880061841e-07,8.695294440030921e-08,8.695294440030921e-08,2.998377368612637e-08,7.196105400453234e-08,7.495943066260224e-08,7.196105400453234e-08,5.397079050339926e-08,5.696917071418284e-08,6.296592403032264e-08,8.995131750566543e-09,1.0194482769065871e-07,5.0972413845329356e-08,1.649107588264087e-07,4.197728387111965e-08,6.896267734646244e-08,4.7974037187259455e-08,7.795780732067215e-08,2.998377368612637e-08,6.596430068839254e-08,7.196105400453234e-08,1.1393834142836567e-07,8.39545677422393e-08,6.896267734646244e-08
1826,3.531012282564916e-08,2.3540081883766106e-08,0.0,7.846693961255369e-09,3.923346980627684e-09,1.1770040941883053e-08,3.9233469806276844e-08,2.746342886439379e-08,9.416032753506443e-08,1.0593036847694748e-07,9.416032753506443e-08,7.062024565129832e-08,3.531012282564916e-08,1.3339379734134127e-07,4.708016376753221e-08,8.239028659318137e-08,5.10035107481599e-08,9.023698055443674e-08,7.4543592631926e-08,1.020070214963198e-07,7.846693961255369e-08,6.669689867067063e-08,3.531012282564916e-08,6.669689867067063e-08,9.416032753506443e-08,8.631363357380906e-08,6.277355169004295e-08,5.10035107481599e-08,3.9233469806276844e-08,3.531012282564916e-08,7.062024565129832e-08,4.315681678690453e-08,1.5693387922510738e-08,4.708016376753221e-08,2.746342886439379e-08,7.062024565129832e-08,9.416032753506443e-08,3.1386775845021475e-08,3.923346980627684e-09,1.9616734903138422e-08,7.846693961255369e-08,3.531012282564916e-08,1.5693387922510738e-08,2.746342886439379e-08,6.277355169004295e-08,4.315681678690453e-08,1.5693387922510738e-08,7.846693961255369e-09
1827,6.416613018700446e-08,1.1323434279120193e-07,5.2842693776256056e-08,9.436195114176371e-08,5.661717139560096e-08,1.1700881685783315e-07,7.548956126868234e-09,1.8872389873081374e-08,8.303851473101531e-08,1.396556825739026e-07,9.058747707513248e-08,4.529373853756624e-08,1.8117495415026497e-07,1.7740046587277902e-07,7.171508542569427e-08,1.50979118984651e-07,1.50979118984651e-07,1.6985151773951657e-07,6.416613018700446e-08,9.436195114176371e-08,1.0945986161914334e-07,1.1700881685783315e-07,1.0568538755251211e-07,9.436195114176371e-08,1.0568538755251211e-07,7.171508542569427e-08,1.2455777209652297e-07,7.171508542569427e-08,7.926404066438408e-08,1.4720464491801977e-07,9.058747707513248e-08,1.0191090638045353e-07,2.6421346888128028e-08,6.794060425363568e-08,2.6421346888128028e-08,9.058747707513248e-08,8.68129959030739e-08,7.926404066438408e-08,9.058747707513248e-08,4.906821615691115e-08,8.68129959030739e-08,8.303851473101531e-08,9.81364323138223e-08,7.926404066438408e-08,9.058747707513248e-08,1.5097912253736467e-08,4.1519257365507656e-08,1.396556825739026e-07
1828,8.043215160569162e-08,5.5952799726810554e-08,3.4970501161524226e-08,9.791740041009689e-08,3.147345140064317e-08,7.34380520839295e-08,6.994100232304845e-08,4.8958700205048444e-08,1.1540264921450216e-07,1.1190559945362111e-07,5.944984948769161e-08,8.742625112745372e-08,1.0141445017097794e-07,7.693510184481056e-08,9.092330088833478e-08,4.546165044416739e-08,9.791740041009689e-08,1.398820046460969e-07,9.791740041009689e-08,1.0840854969274005e-07,1.9233775105931272e-07,6.294690280128634e-08,4.1964600683286335e-08,7.34380520839295e-08,1.1540264921450216e-07,9.791740041009689e-08,8.043215160569162e-08,1.1889969897538322e-07,8.742625112745372e-08,9.442035064921583e-08,7.34380520839295e-08,1.2239675584169163e-07,5.944984948769161e-08,8.742625112745372e-08,3.4970499829256596e-09,2.0982300341643167e-08,5.944984948769161e-08,4.546165044416739e-08,8.043215160569162e-08,3.147345140064317e-08,7.34380520839295e-08,7.34380520839295e-08,6.294690280128634e-08,5.5952799726810554e-08,6.294690280128634e-08,5.944984948769161e-08,1.0491150170821584e-08,1.4337905440697796e-07
1829,5.532614366643429e-08,9.437989234584165e-08,5.532614366643429e-08,8.461645961688191e-08,7.485301978249481e-08,9.437989234584165e-08,3.579927110308745e-08,6.508957994810771e-08,1.2041573427268304e-07,1.4645155488324235e-07,1.1390677201461585e-07,1.0739780975654867e-07,1.0739780975654867e-07,1.3994259973060252e-07,7.15985422061749e-08,1.3017915989621542e-07,9.112541476952174e-08,1.5946947939937672e-07,9.763437702758893e-08,9.437989234584165e-08,1.0088885460390884e-07,1.529605242467369e-07,1.6272394987026928e-07,1.4645155488324235e-07,1.0414333218022875e-07,1.3668812925970997e-07,1.0088885460390884e-07,9.112541476952174e-08,1.236702047435756e-07,1.6597843455201655e-07,3.579927110308745e-08,6.18351023717878e-08,9.763437702758893e-08,9.763437702758893e-08,2.2781353692380435e-08,3.905374867940736e-08,1.236702047435756e-07,1.2692468942532287e-07,4.556270738476087e-08,2.2781353692380435e-08,4.556270738476087e-08,1.334336445779627e-07,8.136197493513464e-08,4.2308229808440956e-08,3.579927110308745e-08,6.18351023717878e-08,1.1065228733286858e-07,4.2308229808440956e-08
1830,8.102935566967062e-08,5.588231033470947e-08,6.985288791838684e-08,4.7499966626673995e-08,6.985288791838684e-08,1.0617639389920441e-07,6.147054421035136e-08,3.073527210517568e-08,3.7999973301339196e-07,2.8779390959243756e-07,1.369116660043801e-07,1.6764694521498313e-08,6.147054421035136e-08,8.94116993777061e-08,5.029408001178126e-08,5.588231033470947e-08,5.3088196949602207e-08,6.985288791838684e-08,9.499993325334799e-08,5.3088196949602207e-08,6.426466114817231e-08,5.867642727253042e-08,1.9838221021473146e-07,1.0617639389920441e-07,7.544112179402873e-08,8.94116993777061e-08,7.544112179402873e-08,6.426466114817231e-08,1.5367635342045105e-07,1.2573519825309631e-07,4.470584968885305e-08,3.352938904299663e-08,1.1176462066941895e-07,1.1735285454506084e-07,1.3970577583677368e-08,7.823523873184968e-08,7.823523873184968e-08,8.382346550206421e-08,9.779404308574158e-08,1.6764694521498313e-08,6.985288791838684e-08,4.470584968885305e-08,2.514704000589063e-08,2.7941155167354736e-08,2.514704000589063e-08,3.352938904299663e-08,7.264700485620779e-08,3.911761936592484e-08
1831,2.7508939126619225e-08,3.667858550215897e-08,3.973513429400555e-08,2.7508939126619225e-08,3.0565487918465806e-08,5.196132946139187e-08,1.5282743959232903e-08,2.4452390334772645e-08,7.335717100431793e-08,1.0086611013093716e-07,3.0565487918465806e-08,5.196132946139187e-08,1.0697920771463032e-07,7.94702685880111e-08,7.641371979616451e-08,4.890478066954529e-08,7.030062221247135e-08,2.4452390334772645e-08,6.113097583693161e-08,5.807442704508503e-08,5.196132946139187e-08,1.7422328824068245e-07,4.584823187769871e-08,8.863991496355084e-08,1.100357565064769e-07,1.4671434200863587e-07,5.196132946139187e-08,3.667858550215897e-08,3.0565487918465806e-08,4.584823187769871e-08,4.584823187769871e-08,5.807442704508503e-08,3.667858550215897e-08,2.1395841542926064e-08,2.7508939126619225e-08,4.584823187769871e-08,2.7508939126619225e-08,5.196132946139187e-08,5.807442704508503e-08,3.0565487918465806e-08,2.4452390334772645e-08,8.252681737985768e-08,5.196132946139187e-08,4.584823187769871e-08,3.973513429400555e-08,1.8339292751079483e-08,3.0565487918465806e-08,9.169646375539742e-09
1832,4.5673466786411154e-08,1.2484080968988565e-07,1.1570611491151794e-07,4.5673466786411154e-08,7.612243990706702e-08,1.0961631602413036e-07,8.525713468543472e-08,7.003264812510679e-08,2.2836732682662841e-07,3.19714246188596e-07,9.743672535478254e-08,5.480815801206518e-08,8.830203057641484e-08,1.6137957459250174e-07,4.262856734271736e-08,1.0048162124576265e-07,1.552897828105415e-07,1.461550880321738e-07,7.916733579804713e-08,1.0352651713674277e-07,1.278856984754384e-07,1.278856984754384e-07,9.743672535478254e-08,1.6137957459250174e-07,7.916733579804713e-08,2.10097937269893e-07,2.405469103905489e-07,1.2484080968988565e-07,7.003264812510679e-08,7.916733579804713e-08,1.0352651713674277e-07,9.743672535478254e-08,3.653877200804345e-08,7.612243990706702e-08,4.871836267739127e-08,1.2179590669347817e-07,5.480815801206518e-08,8.830203057641484e-08,4.871836267739127e-08,1.1570611491151794e-07,1.0657142013315024e-07,1.552897828105415e-07,1.0657142013315024e-07,2.740407900603259e-08,4.871836267739127e-08,9.439182946380242e-08,1.0352651713674277e-07,3.044897667336954e-08
1833,1.3268632415019965e-07,8.640039084184536e-08,1.0800049210502038e-07,3.7028740962341544e-08,1.296005933681954e-07,7.097175114267884e-08,8.022893638326423e-08,1.1417194656360152e-07,1.5120069463137042e-07,2.0057234451087425e-07,6.48002966840977e-08,1.1108622288702463e-07,1.573721419845242e-07,7.405748192468309e-08,1.4194350228535768e-07,6.788602036067459e-08,8.022893638326423e-08,1.8514370481170772e-07,8.331466716526847e-08,8.022893638326423e-08,1.8514370481170772e-07,1.296005933681954e-07,1.3268632415019965e-07,7.714320560125998e-08,1.9440088294686575e-07,1.8822943559371197e-07,1.3268632415019965e-07,9.565757608243075e-08,1.2034340102218266e-07,1.573721419845242e-07,7.714320560125998e-08,1.0491476132301614e-07,7.405748192468309e-08,1.2651486258619116e-07,3.7028740962341544e-08,4.320019542092268e-08,1.0182903764643925e-07,7.097175114267884e-08,4.628592620292693e-08,4.93716534322175e-08,7.097175114267884e-08,1.6662933433053695e-07,1.0491476132301614e-07,6.171456590209345e-08,3.085728295104673e-08,5.5543111443512316e-08,6.788602036067459e-08,4.628592620292693e-08
1834,4.7700869032496485e-08,5.0880927915386565e-08,2.5440463957693282e-08,6.360116344694688e-08,4.4520810149606405e-08,4.4520810149606405e-08,7.950144720325625e-08,6.042110101134313e-08,1.1130202892672969e-07,1.1766214669250985e-07,8.268150963886001e-08,8.586156496903641e-08,1.0176185583077313e-07,6.996127410729969e-08,8.904162029921281e-08,7.950144720325625e-08,1.1448209136233345e-07,1.2720232689389377e-07,1.0494191116094953e-07,7.314133654290345e-08,1.1766214669250985e-07,1.1130202892672969e-07,9.222168273481657e-08,3.4980637053649843e-08,1.2720232689389377e-07,1.526427837461597e-07,7.314133654290345e-08,8.268150963886001e-08,8.268150963886001e-08,6.042110101134313e-08,4.1340754819430003e-08,1.1766214669250985e-07,5.4060986798276645e-08,5.4060986798276645e-08,2.2260405074803202e-08,5.4060986798276645e-08,4.1340754819430003e-08,5.0880927915386565e-08,3.4980637053649843e-08,4.4520810149606405e-08,4.1340754819430003e-08,4.4520810149606405e-08,3.180058172347344e-08,5.4060986798276645e-08,7.632139187307985e-08,4.4520810149606405e-08,2.5440463957693282e-08,6.042110101134313e-08
1835,8.354582803349331e-08,7.276572233649858e-08,7.007069058317938e-08,4.0425398140087054e-08,6.19856095340765e-08,1.0510603942748276e-07,4.3120426340692575e-08,7.546074698439043e-08,9.163090908259619e-08,1.104960958286938e-07,5.659556023829282e-08,5.929058488618466e-08,1.2127620152568852e-07,1.1319112047658564e-07,7.546074698439043e-08,1.6709165606698662e-07,1.3744636362389429e-07,9.432593373048803e-08,8.354582803349331e-08,8.624085268138515e-08,1.266662508214722e-07,1.104960958286938e-07,9.971598302627172e-08,1.266662508214722e-07,9.702095837837987e-08,9.702095837837987e-08,1.5631154326456453e-07,9.971598302627172e-08,6.19856095340765e-08,1.1319112047658564e-07,6.737566593528754e-08,8.893587732927699e-08,9.702095837837987e-08,5.120550738979546e-08,3.773037349219521e-08,8.354582803349331e-08,1.266662508214722e-07,1.078010640753746e-07,4.3120426340692575e-08,3.234032064369785e-08,6.19856095340765e-08,6.737566593528754e-08,4.3120426340692575e-08,6.46806412873957e-08,9.702095837837987e-08,5.659556023829282e-08,1.1588614512447748e-07,7.815577163228227e-08
1836,4.448868295980901e-08,3.4020757766484166e-08,6.542452979374502e-08,4.710566514631864e-08,6.280755115994907e-08,6.542452979374502e-08,4.9722643780114595e-08,8.112642291280281e-08,1.2299811658067483e-07,1.57018874347159e-07,9.944528756022919e-08,6.019057252615312e-08,7.327547280056024e-08,9.944528756022919e-08,7.589245853978355e-08,4.9722643780114595e-08,1.1514717357385962e-07,1.4393397407275188e-07,4.448868295980901e-08,1.020622732994525e-07,8.636038018039471e-08,1.072962305670444e-07,1.3084905958749005e-07,9.159434455341398e-08,1.0991321630626771e-07,1.3346604532671336e-07,3.4020757766484166e-08,6.280755115994907e-08,8.112642291280281e-08,1.3084905958749005e-07,2.8786793393464905e-08,6.542452979374502e-08,2.355283257315932e-08,3.663773640028012e-08,2.093585038664969e-08,4.448868295980901e-08,6.019057252615312e-08,4.187170077329938e-08,3.1403775579974536e-08,4.187170077329938e-08,4.9722643780114595e-08,1.020622732994525e-07,4.710566514631864e-08,6.542452979374502e-08,4.710566514631864e-08,1.1253019494006367e-07,9.421133029263729e-08,9.421133029263729e-08
1837,2.835958845537334e-08,4.821129806487079e-08,3.6867465524892395e-08,8.2242806342947e-08,8.2242806342947e-08,8.2242806342947e-08,7.089897025025493e-08,4.821129806487079e-08,9.075068163610922e-08,1.8717328487127816e-07,4.537534081805461e-08,7.940684554341715e-08,1.0493047852833115e-07,1.3045411151324515e-07,5.671917691074668e-08,5.3883216111216825e-08,7.089897025025493e-08,4.253938357123843e-08,9.358664243563908e-08,4.253938357123843e-08,1.1627430751559586e-07,9.075068163610922e-08,9.925855692927144e-08,7.373493104978479e-08,9.925855692927144e-08,1.5030582289909944e-07,1.1627430751559586e-07,2.835958845537334e-08,6.806300945072508e-08,7.373493104978479e-08,5.671917691074668e-08,4.821129806487079e-08,4.821129806487079e-08,7.940684554341715e-08,3.9703422771708574e-08,3.6867465524892395e-08,3.9703422771708574e-08,6.239109495709272e-08,4.821129806487079e-08,4.537534081805461e-08,7.089897025025493e-08,1.7582944167315873e-07,3.403150472536254e-08,3.119554747854636e-08,5.3883216111216825e-08,5.671917691074668e-08,8.791472083657936e-08,9.642259612974158e-08
1838,5.868815478038414e-08,2.934407739019207e-08,3.734700726454321e-08,2.934407739019207e-08,1.6005859748702278e-08,9.603516559764103e-08,6.402343899480911e-08,8.002930229622507e-08,9.336751816135802e-08,8.269694973250807e-08,6.935872676194776e-08,5.602051089681481e-08,6.135579866395346e-08,9.336751816135802e-08,4.534993891525119e-08,6.935872676194776e-08,1.0137045336477968e-07,8.269694973250807e-08,5.868815478038414e-08,6.935872676194776e-08,6.135579866395346e-08,1.2004394989162392e-07,7.202637419823077e-08,6.402343899480911e-08,9.336751816135802e-08,7.202637419823077e-08,1.5205567649445584e-07,1.3871745352389553e-07,6.935872676194776e-08,1.0937338146277398e-07,4.801758279882051e-08,7.736166196536942e-08,7.202637419823077e-08,4.534993891525119e-08,3.734700726454321e-08,3.734700726454321e-08,5.868815478038414e-08,4.268229503168186e-08,4.534993891525119e-08,5.602051089681481e-08,4.0014651148112534e-08,2.4008791399410256e-08,3.734700726454321e-08,9.336751816135802e-08,6.402343899480911e-08,3.467936338097388e-08,7.736166196536942e-08,2.134114751584093e-08
1839,7.171034610564675e-08,1.619265788121993e-08,3.701179096537999e-08,5.089121302148669e-08,6.70838744554203e-08,8.558976816175345e-08,3.0072079937326635e-08,1.8505895482689994e-08,1.0409566186808661e-07,1.0640889769319983e-07,5.551768822442682e-08,4.395150199343334e-08,8.096328940609965e-08,9.252947563709313e-08,8.790300398686668e-08,1.0409566186808661e-07,7.865005358098642e-08,1.0409566186808661e-07,6.24573956997665e-08,2.775884411221341e-08,1.2722803433007357e-07,1.2028831974930654e-07,8.790300398686668e-08,6.477063152487972e-08,4.1638266168320115e-08,1.0178242604297338e-07,4.1638266168320115e-08,5.551768822442682e-08,6.939711028053352e-08,1.0409566186808661e-07,6.014415987465327e-08,3.701179096537999e-08,5.551768822442682e-08,5.7830924049540045e-08,3.701179096537999e-08,5.3204448846599917e-08,7.171034610564675e-08,3.932502679049321e-08,5.7830924049540045e-08,3.932502679049321e-08,3.932502679049321e-08,6.477063152487972e-08,3.701179096537999e-08,5.551768822442682e-08,6.70838744554203e-08,9.252947563709313e-08,6.014415987465327e-08,6.014415987465327e-08
1840,8.3514407833718e-08,8.125726225216567e-08,4.9657217005005805e-08,1.2865733367561916e-07,1.4671451253889245e-07,2.076574503462325e-07,1.0157157959156393e-07,6.32000975997471e-08,1.9862886802002322e-07,1.6928596835441567e-07,6.094295201819477e-08,5.191436258655813e-08,1.4445735985191277e-07,1.6477167719131103e-07,1.1962875134940987e-07,1.128573146047529e-07,1.422002071649331e-07,1.4897165101501741e-07,6.545724318129942e-08,5.868580288392877e-08,2.776289989014913e-07,1.7380025951752032e-07,1.3542877752570348e-07,1.6928596835441567e-07,2.008860207070029e-07,1.2188590403638955e-07,8.3514407833718e-08,1.2188590403638955e-07,9.028585168380232e-08,1.6251452450433135e-07,1.083430163362209e-07,1.1737160576785755e-07,8.125726225216567e-08,1.1962875134940987e-07,6.997153434440406e-08,4.740007142345348e-08,1.7154312104139535e-07,9.028585168380232e-08,9.028585168380232e-08,4.062863112608284e-08,8.3514407833718e-08,6.545724318129942e-08,1.083430163362209e-07,5.642865730237645e-08,1.422002071649331e-07,1.2865733367561916e-07,8.125726225216567e-08,8.577156052069768e-08
1841,5.186688056824096e-08,6.421613818474725e-08,1.2349257616506293e-08,1.9758811475867333e-08,3.9517622951734666e-08,3.2108069092373626e-08,3.457791919458941e-08,2.9638217213801e-08,6.174628452981779e-08,6.915583838917883e-08,7.656539224853987e-08,1.0126390748155245e-07,1.1608301520027453e-07,9.879406093205034e-08,8.891465341775984e-08,5.186688056824096e-08,6.668599183967672e-08,9.879406093205034e-08,9.879406093205034e-08,9.879406093205034e-08,2.4945498466877325e-07,1.5560064525743655e-07,1.284322763694945e-07,4.939703046602517e-08,9.138449996726195e-08,8.15050995583988e-08,4.198747305395045e-08,9.385435362219141e-08,8.15050995583988e-08,8.891465341775984e-08,3.457791919458941e-08,6.174628452981779e-08,1.3831167677835765e-07,5.680658432538621e-08,4.6927176811095705e-08,4.6927176811095705e-08,7.409554569903776e-08,5.680658432538621e-08,4.445732670887992e-08,3.704777284951888e-08,2.4698515233012586e-08,4.6927176811095705e-08,1.9758811475867333e-08,3.9517622951734666e-08,4.445732670887992e-08,4.445732670887992e-08,2.9638217213801e-08,5.680658432538621e-08
1842,9.889876650959195e-08,8.516283145354464e-08,5.4943761540471314e-08,6.043813982614665e-08,5.7690947130595305e-08,5.7690947130595305e-08,8.516283145354464e-08,5.7690947130595305e-08,1.0988752308094263e-07,1.208762796522933e-07,1.1538189426119061e-07,8.241563875799329e-08,1.4010659299401595e-07,1.7032566290708928e-07,9.340439532934397e-08,9.615158091946796e-08,1.3461220760291326e-07,1.3461220760291326e-07,6.867970370194598e-08,3.5713444646034986e-08,1.3735940740389196e-07,1.5658972074561461e-07,7.692126757774531e-08,7.692126757774531e-08,1.1263470867106662e-07,8.791001704366863e-08,6.318532541627064e-08,1.016459592051433e-07,4.9449383254795976e-08,1.236234652424173e-07,6.043813982614665e-08,7.96684531678693e-08,3.0219069913073326e-08,4.9449383254795976e-08,6.318532541627064e-08,5.4943761540471314e-08,6.318532541627064e-08,4.9449383254795976e-08,2.7471880770235657e-08,2.1977504260917158e-08,5.7690947130595305e-08,5.2196572397633645e-08,3.5713444646034986e-08,4.3955008521834316e-08,8.516283145354464e-08,1.1538189426119061e-07,6.043813982614665e-08,1.648312775159866e-08
